County,Population,Area (sq km),Population density (person/km^2),Median income,Biden won,Trump won,Never,Rarely,Sometimes,Frequently,Always,1_months_before_order deaths/cases percentage,1_months_after_order deaths/cases percentage,change in deaths/cases percentage,status of the change
Mcculloch County,7984.0,2768.69931,2.8836645319928222,47707.0,0,1,0.031,0.053,0.09,0.34,0.486,0.0,3.571428571428571,3.571428571428571,increase
Mclennan County,256623.0,2698.76958,95.08888861864227,49778.0,0,1,0.022000000000000002,0.049,0.046,0.161,0.721,0.5959475566150179,0.8904719501335709,0.2945243935185531,increase
Mcmullen County,743.0,2882.6588699999998,0.2577481531833144,62000.0,0,1,0.043,0.002,0.21,0.203,0.542,0.0,0.0,0.0,no change
Medina County,51584.0,3439.5067200000003,14.997499408868721,62599.0,0,1,0.006,0.017,0.07,0.155,0.753,0.0,6.962025316455697,6.962025316455697,increase
Menard County,2138.0,2336.17098,0.9151727413376225,36395.0,0,1,0.013000000000000001,0.048,0.08800000000000001,0.289,0.562,0.0,0.0,0.0,no change
Midland County,176832.0,2330.991,75.86129676176355,79421.0,0,1,0.083,0.044000000000000004,0.066,0.21899999999999997,0.588,0.5244755244755245,0.7442489851150204,0.21977346063949588,increase
Milam County,24823.0,2634.01983,9.42399890740382,47902.0,0,1,0.006,0.019,0.07,0.228,0.679,0.0,0.9174311926605505,0.9174311926605505,increase
Mills County,4873.0,1937.31252,2.5153401682450287,49306.0,0,1,0.040999999999999995,0.11699999999999999,0.062,0.261,0.518,0.0,0.0,0.0,no change
Mitchell County,8545.0,2356.8909,3.625539052316762,51492.0,0,1,0.168,0.131,0.087,0.126,0.489,0.0,0.0,0.0,no change
Montague County,19818.0,2411.28069,8.218868952996095,51765.0,0,1,0.040999999999999995,0.08,0.129,0.22,0.529,0.0,0.0,0.0,no change
Montgomery County,607391.0,2703.94956,224.63103934527535,80902.0,0,1,0.031,0.073,0.061,0.145,0.69,0.8481764206955046,0.8860447944868325,0.0378683737913279,increase
Moore County,20940.0,2330.991,8.98330366783913,54871.0,0,1,0.10099999999999999,0.064,0.12300000000000001,0.27,0.441,0.0,0.0,0.0,no change
Morris County,12388.0,657.85746,18.830826969720768,41359.0,0,1,0.038,0.11599999999999999,0.21,0.17600000000000002,0.46,0.0,1.7543859649122806,1.7543859649122806,increase
Motley County,1200.0,2561.50011,0.4684754825171567,43859.0,0,1,0.067,0.053,0.084,0.20600000000000002,0.591,0.0,0.0,0.0,no change
Nacogdoches County,65204.0,2452.72053,26.584357737650606,44847.0,0,1,0.094,0.06,0.09699999999999999,0.221,0.528,4.201680672268907,1.6233766233766231,-2.5783040488922837,decrease
Navarro County,50113.0,2773.87929,18.06603487781907,48529.0,0,1,0.006,0.024,0.114,0.217,0.639,2.162162162162162,0.38022813688212925,-1.7819340252800326,decrease
Newton County,13595.0,2416.46067,5.625996801346657,40101.0,0,1,0.057,0.049,0.11,0.152,0.631,0.0,5.405405405405405,5.405405405405405,increase
Nolan County,14714.0,2362.07088,6.229279622633508,45537.0,0,1,0.09,0.07200000000000001,0.10800000000000001,0.187,0.544,0.0,3.1578947368421053,3.1578947368421053,increase
Nueces County,362294.0,2165.23164,167.323437043438,55919.0,0,1,0.024,0.034,0.027999999999999997,0.079,0.835,0.23596035865974513,1.2597158938622353,1.02375553520249,increase
Ochiltree County,9836.0,2377.61082,4.136925991950188,50464.0,0,1,0.15,0.10400000000000001,0.105,0.201,0.439,0.0,0.0,0.0,no change
Oldham County,2112.0,3887.57499,0.5432692630837199,64545.0,0,1,0.084,0.065,0.109,0.278,0.46399999999999997,0.0,0.0,0.0,no change
Orange County,83396.0,922.0364400000001,90.44761831755802,59399.0,0,1,0.051,0.07,0.105,0.157,0.618,0.5747126436781609,1.7356475300400533,1.1609348863618925,increase
Palo Pinto County,29189.0,2468.2604699999997,11.82573733800469,50154.0,0,1,0.027000000000000003,0.023,0.028999999999999998,0.18100000000000002,0.74,0.0,2.312138728323699,2.312138728323699,increase
Panola County,23194.0,2074.5819899999997,11.180083559869333,52982.0,0,1,0.027000000000000003,0.033,0.21100000000000002,0.281,0.44799999999999995,0.0,0.0,0.0,no change
Parker County,142878.0,2341.35096,61.02374331783219,77503.0,0,1,0.02,0.048,0.055,0.20600000000000002,0.6709999999999999,0.0,1.41206675224647,1.41206675224647,increase
Parmer County,9605.0,2284.37118,4.204658193945521,55359.0,0,1,0.033,0.081,0.08900000000000001,0.27699999999999997,0.521,5.0,0.0,-5.0,decrease
Pecos County,15823.0,12338.71236,1.2823866492986307,52397.0,0,1,0.05,0.051,0.15,0.19699999999999998,0.551,0.0,1.2195121951219512,1.2195121951219512,increase
Polk County,51353.0,2737.61943,18.758268383564182,49279.0,0,1,0.016,0.099,0.052000000000000005,0.14400000000000002,0.6890000000000001,0.0,1.6728624535315988,1.6728624535315988,increase
Potter County,117415.0,2354.30091,49.87255431167463,42528.0,0,1,0.067,0.063,0.113,0.272,0.485,1.2411347517730498,0.3225806451612903,-0.9185541066117595,decrease
Presidio County,6704.0,9987.00144,0.6712725576617119,25098.0,1,0,0.003,0.003,0.032,0.174,0.789,0.0,0.0,0.0,no change
Rains County,12514.0,600.8776799999999,20.826202098237367,51579.0,0,1,0.14300000000000002,0.062,0.038,0.245,0.512,0.0,3.0303030303030303,3.0303030303030303,increase
Randall County,137713.0,2367.25086,58.174231690848345,68261.0,0,1,0.063,0.063,0.109,0.27399999999999997,0.491,0.5291005291005291,1.3831258644536653,0.8540253353531362,increase
Reagan County,3849.0,3043.23825,1.2647711693292498,74868.0,0,1,0.057999999999999996,0.061,0.064,0.237,0.58,0.0,5.769230769230769,5.769230769230769,increase
Real County,3452.0,1812.993,1.9040338269370043,35862.0,0,1,0.03,0.065,0.16399999999999998,0.187,0.5539999999999999,0.0,0.0,0.0,no change
Red River County,12023.0,2719.4895,4.421050347868598,39142.0,0,1,0.059000000000000004,0.136,0.098,0.254,0.452,4.761904761904763,4.545454545454545,-0.21645021645021778,decrease
Reeves County,15976.0,6827.213640000001,2.340046883313878,53311.0,0,1,0.07,0.04,0.086,0.204,0.6,0.0,2.8846153846153846,2.8846153846153846,increase
Refugio County,6948.0,1994.2923,3.4839426497309347,50076.0,0,1,0.002,0.011000000000000001,0.235,0.073,0.6779999999999999,0.0,0.0,0.0,no change
Roberts County,854.0,2393.15076,0.35685173465628217,68750.0,0,1,0.16,0.07400000000000001,0.133,0.205,0.42700000000000005,0.0,0.0,0.0,no change
Robertson County,17074.0,2214.44145,7.710296427119354,52928.0,0,1,0.013999999999999999,0.040999999999999995,0.055,0.33399999999999996,0.555,0.0,0.6172839506172839,0.6172839506172839,increase
Rockwall County,104915.0,334.10871000000003,314.0145613085034,100920.0,0,1,0.033,0.040999999999999995,0.10099999999999999,0.18,0.645,0.0,0.0,0.0,no change
Runnels County,10264.0,2729.8494600000004,3.7599142921236393,44940.0,0,1,0.033,0.039,0.10400000000000001,0.228,0.596,0.0,1.0101010101010102,1.0101010101010102,increase
Rusk County,54406.0,2393.15076,22.734046224484413,55234.0,0,1,0.038,0.04,0.10099999999999999,0.331,0.491,0.0,0.0,0.0,no change
Sabine County,10542.0,1269.0951,8.306706093184033,34992.0,0,1,0.105,0.046,0.10300000000000001,0.15,0.596,11.111111111111112,25.0,13.888888888888888,increase
San Augustine County,8237.0,1367.51472,6.023335529434009,40353.0,0,1,0.096,0.033,0.07,0.222,0.58,7.462686567164178,8.0,0.5373134328358216,increase
San Jacinto County,28859.0,1478.88429,19.514035137934965,41614.0,0,1,0.009000000000000001,0.064,0.08199999999999999,0.11199999999999999,0.733,0.0,7.2727272727272725,7.2727272727272725,increase
San Patricio County,66730.0,1792.2730800000002,37.232049482102354,56556.0,0,1,0.015,0.02,0.053,0.07400000000000001,0.838,0.0,2.515723270440252,2.515723270440252,increase
San Saba County,6055.0,2937.04866,2.0615933547386307,45083.0,0,1,0.026000000000000002,0.10099999999999999,0.099,0.255,0.519,0.0,0.0,0.0,no change
Schleicher County,2793.0,3395.47689,0.822564868053041,53229.0,0,1,0.002,0.028999999999999998,0.054000000000000006,0.271,0.644,0.0,6.666666666666667,6.666666666666667,increase
Scurry County,16703.0,2338.76097,7.141815779489428,54326.0,0,1,0.14300000000000002,0.177,0.127,0.09,0.46299999999999997,0.0,0.2518891687657431,0.2518891687657431,increase
Shackelford County,3265.0,2367.25086,1.3792370108168426,46935.0,0,1,0.061,0.099,0.14,0.183,0.518,0.0,0.0,0.0,no change
Shelby County,25274.0,2056.45206,12.290099288772138,42522.0,0,1,0.025,0.035,0.11699999999999999,0.369,0.45299999999999996,3.896103896103896,6.93069306930693,3.0345891732030337,increase
Sherman County,3022.0,2390.56077,1.2641385393436368,51926.0,0,1,0.125,0.073,0.129,0.267,0.406,0.0,0.0,0.0,no change
Smith County,232751.0,2403.5107199999998,96.83792881106851,56810.0,0,1,0.10800000000000001,0.091,0.10400000000000001,0.168,0.529,0.0,0.768775872264932,0.768775872264932,increase
Somervell County,9128.0,484.32813,18.846726908057146,60632.0,0,1,0.027000000000000003,0.161,0.133,0.201,0.47700000000000004,0.0,0.0,0.0,no change
Starr County,64633.0,3167.55777,20.40467915443891,30387.0,1,0,0.039,0.008,0.023,0.1,0.831,0.493421052631579,4.037800687285223,3.5443796346536445,increase
Stephens County,9366.0,2318.04105,4.040480646363014,46232.0,0,1,0.057999999999999996,0.149,0.221,0.127,0.445,0.0,9.523809523809526,9.523809523809526,increase
Sterling County,1291.0,2390.56077,0.5400406533066298,59868.0,0,1,0.032,0.077,0.067,0.252,0.5720000000000001,0.0,0.0,0.0,no change
Stonewall County,1350.0,2380.2008100000003,0.5671790356209483,51250.0,0,1,0.084,0.122,0.12,0.22399999999999998,0.449,0.0,0.0,0.0,no change
Sutton County,3776.0,3765.84546,1.0026964834611136,54306.0,0,1,0.009000000000000001,0.042,0.08,0.209,0.659,0.0,1.8867924528301887,1.8867924528301887,increase
Swisher County,7397.0,2330.991,3.1733284255494767,39771.0,0,1,0.084,0.075,0.053,0.255,0.532,5.555555555555556,2.5,-3.0555555555555562,decrease
Tarrant County,2102515.0,2237.75136,939.565957855121,67700.0,1,0,0.023,0.034,0.077,0.14400000000000002,0.722,0.9222661396574442,0.933648699116146,0.011382559458701813,increase
Taylor County,138034.0,2372.43084,58.18251797805832,53143.0,0,1,0.054000000000000006,0.059000000000000004,0.12,0.191,0.575,0.0,2.06794682422452,2.06794682422452,increase
Terrell County,776.0,6107.19642,0.12706321307412607,43208.0,0,1,0.021,0.061,0.16699999999999998,0.154,0.597,0.0,-0.0,-0.0,no change
Terry County,12337.0,2305.0911,5.352066128753002,44627.0,0,1,0.034,0.066,0.061,0.226,0.613,0.0,1.0101010101010102,1.0101010101010102,increase
Throckmorton County,1501.0,2362.07088,0.6354593389678467,40000.0,0,1,0.073,0.135,0.172,0.11800000000000001,0.501,0.0,0.0,0.0,no change
Titus County,32750.0,1064.48589,30.76602546605855,50196.0,0,1,0.019,0.11699999999999999,0.191,0.264,0.409,0.7936507936507936,2.1881838074398248,1.3945330137890313,increase
Tom Green County,119200.0,3941.96478,30.23872780517334,53903.0,0,1,0.006999999999999999,0.038,0.071,0.271,0.613,0.0,1.5043547110055424,1.5043547110055424,increase
Travis County,1273954.0,2561.50011,497.3468457122182,75887.0,1,0,0.015,0.008,0.024,0.158,0.795,0.49560351718625106,0.9805669459796755,0.48496342879342447,increase
Trinity County,14651.0,1794.8630699999999,8.16273967907758,41357.0,0,1,0.052000000000000005,0.077,0.065,0.18100000000000002,0.625,0.0,2.0202020202020203,2.0202020202020203,increase
Tyler County,21672.0,2390.56077,9.06565533575622,44497.0,0,1,0.021,0.066,0.054000000000000006,0.155,0.703,0.0,1.111111111111111,1.111111111111111,increase
Upshur County,41753.0,1522.91412,27.4165164349517,52162.0,0,1,0.051,0.076,0.10400000000000001,0.179,0.59,0.0,1.5037593984962407,1.5037593984962407,increase
Upton County,3657.0,3216.76758,1.136855526254713,52171.0,0,1,0.077,0.057999999999999996,0.08800000000000001,0.21,0.5670000000000001,0.0,7.692307692307692,7.692307692307692,increase
Uvalde County,26741.0,4032.6144299999996,6.631181945158095,41679.0,0,1,0.013999999999999999,0.022000000000000002,0.136,0.081,0.747,1.3698630136986303,1.5113350125944585,0.14147199889582818,increase
Val Verde County,49025.0,8212.85829,5.969298174752751,46147.0,0,1,0.003,0.05,0.09,0.07200000000000001,0.784,0.0,1.4705882352941178,1.4705882352941178,increase
Van Zandt County,56590.0,2198.90151,25.735577397461515,54654.0,0,1,0.138,0.14300000000000002,0.151,0.161,0.40700000000000003,0.0,0.8298755186721992,0.8298755186721992,increase
Victoria County,92084.0,2286.96117,40.264785081593665,56834.0,0,1,0.008,0.039,0.138,0.057999999999999996,0.757,0.18621973929236502,0.7980845969672785,0.6118648576749135,increase
Walker County,72971.0,2040.91212,35.75411174489963,43742.0,0,1,0.028999999999999998,0.057999999999999996,0.079,0.179,0.655,0.17482517482517482,1.2722646310432568,1.097439456218082,increase
Waller County,55246.0,1331.25486,41.499191221731955,59642.0,0,1,0.016,0.06,0.07,0.23600000000000002,0.618,0.0,1.2345679012345678,1.2345679012345678,increase
Ward County,11998.0,2165.23164,5.5412085147619585,62986.0,0,1,0.08,0.052000000000000005,0.094,0.19699999999999998,0.5770000000000001,0.0,1.5873015873015872,1.5873015873015872,increase
Washington County,35882.0,1577.3039099999999,22.748945065380585,54971.0,0,1,0.02,0.031,0.087,0.32799999999999996,0.534,8.219178082191782,3.465346534653465,-4.753831547538317,decrease
Webb County,276652.0,8694.59643,31.818843143246387,46475.0,1,0,0.033,0.0,0.064,0.136,0.767,0.6060606060606061,1.1321576311778796,0.5260970251172735,increase
Wharton County,41556.0,2823.0891,14.7200454990953,48310.0,0,1,0.011000000000000001,0.07200000000000001,0.076,0.21600000000000003,0.625,0.6896551724137931,4.750593824228028,4.060938651814235,increase
Wheeler County,5056.0,2367.25086,2.1358108198131567,49315.0,0,1,0.23,0.139,0.158,0.126,0.34600000000000003,0.0,0.0,0.0,no change
Wichita County,132230.0,1626.51372,81.29657830368625,48650.0,0,1,0.073,0.046,0.096,0.092,0.6920000000000001,0.0,1.2987012987012987,1.2987012987012987,increase
Wilbarger County,12769.0,2514.88029,5.077378852096375,45302.0,0,1,0.046,0.081,0.171,0.168,0.535,0.0,2.5,2.5,increase
Willacy County,21358.0,1546.22403,13.813004833458706,35521.0,1,0,0.034,0.015,0.067,0.064,0.82,1.4492753623188406,3.488372093023256,2.039096730704415,increase
Williamson County,590551.0,2911.14876,202.85840700218975,87337.0,1,0,0.016,0.033,0.065,0.177,0.708,0.9322560596643878,1.1190817790530847,0.18682571938869685,increase
Wilson County,51070.0,2090.1219300000002,24.43398122711434,76692.0,0,1,0.0,0.003,0.07200000000000001,0.20800000000000002,0.716,0.0,3.5143769968051117,3.5143769968051117,increase
Winkler County,8010.0,2178.1815899999997,3.677379350176218,60366.0,0,1,0.087,0.05,0.086,0.196,0.581,0.0,2.2727272727272725,2.2727272727272725,increase
Wise County,69984.0,2343.94095,29.857407457299637,64536.0,0,1,0.008,0.127,0.046,0.17,0.649,1.639344262295082,0.49019607843137253,-1.1491481838637094,decrease
Wood County,45539.0,1683.4935,27.050297491496107,53394.0,0,1,0.046,0.073,0.071,0.28300000000000003,0.526,6.349206349206349,0.0,-6.349206349206349,decrease
Yoakum County,8713.0,2071.992,4.205132066146973,70005.0,0,1,0.084,0.035,0.065,0.254,0.561,0.0,1.639344262295082,1.639344262295082,increase
Young County,18010.0,2387.97078,7.5419683317900565,50635.0,0,1,0.062,0.063,0.086,0.14400000000000002,0.645,0.0,2.6315789473684212,2.6315789473684212,increase
Zapata County,14179.0,2582.22003,5.491011546370818,33952.0,0,1,0.047,0.001,0.035,0.138,0.779,0.0,1.923076923076923,1.923076923076923,increase
Zavala County,11840.0,3364.39701,3.519204173826085,34459.0,1,0,0.036000000000000004,0.075,0.115,0.138,0.635,0.0,3.2467532467532463,3.2467532467532463,increase
